"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"NH-A","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-31#,#2011-05-01#,"wgEncodeEH001179","GSM736584","Stam","UW","DS12805","lmax-v1.0","5490c9a95705c93c976371426cabf0bf",,"hg19","wgEncode",2,"1.8M",2089,,"wgEncodeUwDnaseNhaPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNhaPkRep2.narrowPeak.gz","wgEncodeUwDnaseNhaPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhaPkRep2.narrowPeak.gz"
"NH-A","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-31#,#2011-05-01#,"wgEncodeEH001179","GSM736544","Stam","UW","DS12800","WindowDensity-bin20-win+/-75","234e7b293890b45b6a588e2c72f2bbd6",,"hg19","wgEncode",1,"175M",2088,,"wgEncodeUwDnaseNhaRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNhaRawRep1.bigWig","wgEncodeUwDnaseNhaRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhaRawRep1.bigWig"
"NH-A","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-31#,#2011-05-01#,"wgEncodeEH001179","GSM736584","Stam","UW","DS12805","WindowDensity-bin20-win+/-75","4370767319abba2ed8c03533970148f5",,"hg19","wgEncode",2,"145M",2089,,"wgEncodeUwDnaseNhaRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNhaRawRep2.bigWig","wgEncodeUwDnaseNhaRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhaRawRep2.bigWig"
"NHBE_RA","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002582","GSM1024781","Stam","UW","DS11969","Hotspot-v5.2","017ce4ed7c92463c6b5b9bbf2a333f91",,"hg19","wgEncode",1,"4.4M",5202,,"wgEncodeUwDnaseNhberaHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseNhberaHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseNhberaHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhberaHotspotsRep1.broadPeak.gz"
"NHBE_RA","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002582","GSM1024756","Stam","UW","DS11959","Hotspot-v5.2","e0d7fc24a59edc80ff35a836fcaf5e05",,"hg19","wgEncode",2,"4.6M",5201,,"wgEncodeUwDnaseNhberaHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseNhberaHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseNhberaHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhberaHotspotsRep2.broadPeak.gz"
"NHBE_RA","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002582","GSM1024781","Stam","UW","DS11969","lmax-v1.0","8309d974e8a250b402c709aae947ed6b",,"hg19","wgEncode",1,"1.7M",5202,,"wgEncodeUwDnaseNhberaPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseNhberaPkRep1.narrowPeak.gz","wgEncodeUwDnaseNhberaPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhberaPkRep1.narrowPeak.gz"
"NHBE_RA","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002582","GSM1024756","Stam","UW","DS11959","lmax-v1.0","ed1d2a4729125208d3d0bd6f0b58125a",,"hg19","wgEncode",2,"1.9M",5201,,"wgEncodeUwDnaseNhberaPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNhberaPkRep2.narrowPeak.gz","wgEncodeUwDnaseNhberaPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhberaPkRep2.narrowPeak.gz"
"NHBE_RA","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002582","GSM1024781","Stam","UW","DS11969","WindowDensity-bin20-win+/-75","da88f332dfbfb2f2b83a4bc7a5ef2a6e",,"hg19","wgEncode",1,"185M",5202,,"wgEncodeUwDnaseNhberaRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNhberaRawRep1.bigWig","wgEncodeUwDnaseNhberaRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhberaRawRep1.bigWig"
"NHBE_RA","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002582","GSM1024756","Stam","UW","DS11959","WindowDensity-bin20-win+/-75","33d26c369c50cba368204414faa0e9e6",,"hg19","wgEncode",2,"181M",5201,,"wgEncodeUwDnaseNhberaRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNhberaRawRep2.bigWig","wgEncodeUwDnaseNhberaRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhberaRawRep2.bigWig"
"NHDF-Ad","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001177","GSM736567","Stam","UW","DS12863","Hotspot-v5.1","88398d9460a641fcb87a4262d56d92dd",,"hg19","wgEncode",1,"3.4M",2081,,"wgEncodeUwDnaseNhdfadHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseNhdfadHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseNhdfadHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfadHotspotsRep1.broadPeak.gz"
"NHDF-Ad","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001177","GSM736520","Stam","UW","DS12855","Hotspot-v5.1","555471625619cc0c15c8895ab45d02d2",,"hg19","wgEncode",2,"3.3M",2080,,"wgEncodeUwDnaseNhdfadHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseNhdfadHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseNhdfadHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfadHotspotsRep2.broadPeak.gz"
"NHDF-Ad","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001177","GSM736567","Stam","UW","DS12863","lmax-v1.0","07f16e0860e3a6da3c944d53cb676931",,"hg19","wgEncode",1,"2.6M",2081,,"wgEncodeUwDnaseNhdfadPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseNhdfadPkRep1.narrowPeak.gz","wgEncodeUwDnaseNhdfadPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfadPkRep1.narrowPeak.gz"
"NHDF-Ad","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001177","GSM736520","Stam","UW","DS12855","lmax-v1.0","02b283d02f45d914ab86fddeadc9da1b",,"hg19","wgEncode",2,"2.5M",2080,,"wgEncodeUwDnaseNhdfadPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNhdfadPkRep2.narrowPeak.gz","wgEncodeUwDnaseNhdfadPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfadPkRep2.narrowPeak.gz"
"NHDF-Ad","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001177","GSM736567","Stam","UW","DS12863","WindowDensity-bin20-win+/-75","9d2b0cd1ab6c8686751ad8c8b0ca0e57",,"hg19","wgEncode",1,"123M",2081,,"wgEncodeUwDnaseNhdfadRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNhdfadRawRep1.bigWig","wgEncodeUwDnaseNhdfadRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfadRawRep1.bigWig"
"NHDF-Ad","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001177","GSM736520","Stam","UW","DS12855","WindowDensity-bin20-win+/-75","f96a43bc7900c50cdfae71e84305f6d3",,"hg19","wgEncode",2,"132M",2080,,"wgEncodeUwDnaseNhdfadRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNhdfadRawRep2.bigWig","wgEncodeUwDnaseNhdfadRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfadRawRep2.bigWig"
"NHDF-neo","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-08#,#2010-10-08#,"wgEncodeEH000518","GSM736498","Stam","UW","DS11923","Hotspot-v5.1","b2f7a181b0b8a0131578df87dc101ec6",,"hg18","wgEncode",1,"3.0M",1629,,"wgEncodeUwDnaseNhdfneoHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseNhdfneoHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseNhdfneoHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfneoHotspotsRep1.broadPeak.gz"
"NHDF-neo","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000518","GSM736546","Stam","UW","DS11918","Hotspot-v5.1","716e387add93c7a3c5e1c9d3eff8fc73",,"hg18","wgEncode",2,"2.8M",1568,,"wgEncodeUwDnaseNhdfneoHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseNhdfneoHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseNhdfneoHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfneoHotspotsRep2.broadPeak.gz"
"NHDF-neo","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-08#,#2010-10-08#,"wgEncodeEH000518","GSM736498","Stam","UW","DS11923","lmax-v1.0","8f7865e21064405c678f5ab07d888ab6",,"hg18","wgEncode",1,"2.1M",1629,,"wgEncodeUwDnaseNhdfneoPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseNhdfneoPkRep1.narrowPeak.gz","wgEncodeUwDnaseNhdfneoPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfneoPkRep1.narrowPeak.gz"
"NHDF-neo","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000518","GSM736546","Stam","UW","DS11918","lmax-v1.0","12cccac21963f49f017ace1277c5f022",,"hg18","wgEncode",2,"2.0M",1568,,"wgEncodeUwDnaseNhdfneoPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNhdfneoPkRep2.narrowPeak.gz","wgEncodeUwDnaseNhdfneoPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfneoPkRep2.narrowPeak.gz"
"NHDF-neo","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-08#,#2010-10-08#,"wgEncodeEH000518","GSM736498","Stam","UW","DS11923","WindowDensity-bin20-win+/-75","b79d3221901a6008be214defe1660d54",,"hg18","wgEncode",1,"142M",1629,,"wgEncodeUwDnaseNhdfneoRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNhdfneoRawRep1.bigWig","wgEncodeUwDnaseNhdfneoRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfneoRawRep1.bigWig"
"NHDF-neo","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-09#,#2010-10-08#,"wgEncodeEH000518","GSM736546","Stam","UW","DS11918","WindowDensity-bin20-win+/-75","cc74aae6ab2669ad11f3ec0fbb935641",,"hg18","wgEncode",2,"140M",1568,,"wgEncodeUwDnaseNhdfneoRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNhdfneoRawRep2.bigWig","wgEncodeUwDnaseNhdfneoRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhdfneoRawRep2.bigWig"
"NHEK","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-09-19#,#2010-06-19#,"wgEncodeEH000499","GSM736545","Stam","UW","DS11474","Hotspot-v5.1","503553812262690671c12bd73afb6718",,"hg18","wgEncode",1,"4.2M",1630,,"wgEncodeUwDnaseNhekHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseNhekHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseNhekHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhekHotspotsRep1.broadPeak.gz"
"NHEK","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000499","GSM736556","Stam","UW","DS11476","Hotspot-v5.1","a3954a3f2bb0e6e759eef31ed6c5a33c",,"hg19","wgEncode",2,"4.6M",3181,,"wgEncodeUwDnaseNhekHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseNhekHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseNhekHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhekHotspotsRep2.broadPeak.gz"
"NHEK","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-09-19#,#2010-06-19#,"wgEncodeEH000499","GSM736545","Stam","UW","DS11474","lmax-v1.0","540e20603c042ecc4d80fb9e7ca1df75",,"hg18","wgEncode",1,"1.7M",1630,,"wgEncodeUwDnaseNhekPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseNhekPkRep1.narrowPeak.gz","wgEncodeUwDnaseNhekPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhekPkRep1.narrowPeak.gz"
"NHEK","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000499","GSM736556","Stam","UW","DS11476","lmax-v1.0","fb5e0c28f9fedc3fe5f23a433e2e2e77",,"hg19","wgEncode",2,"1.8M",3181,,"wgEncodeUwDnaseNhekPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNhekPkRep2.narrowPeak.gz","wgEncodeUwDnaseNhekPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhekPkRep2.narrowPeak.gz"
"NHEK","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-09-19#,#2010-06-19#,"wgEncodeEH000499","GSM736545","Stam","UW","DS11474","WindowDensity-bin20-win+/-75","b8d350bbb46457974ad8489a376f43e0",,"hg18","wgEncode",1,"176M",1630,,"wgEncodeUwDnaseNhekRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNhekRawRep1.bigWig","wgEncodeUwDnaseNhekRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhekRawRep1.bigWig"
"NHEK","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000499","GSM736556","Stam","UW","DS11476","WindowDensity-bin20-win+/-75","6e6e74a68e134bc664e4b1d6d4eceb09",,"hg19","wgEncode",2,"218M",3181,,"wgEncodeUwDnaseNhekRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNhekRawRep2.bigWig","wgEncodeUwDnaseNhekRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhekRawRep2.bigWig"
"NHLF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000521","GSM736612","Stam","UW","DS12829","Hotspot-v5.1","9598692553a25a76f0fcca942b5c1153",,"hg18","wgEncode",1,"3.2M",1560,,"wgEncodeUwDnaseNhlfHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseNhlfHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseNhlfHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhlfHotspotsRep1.broadPeak.gz"
"NHLF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000521","GSM736536","Stam","UW","DS12834","Hotspot-v5.1","2df8819ba7a5bc47687514c507dc6f4c",,"hg18","wgEncode",2,"3.7M",1561,,"wgEncodeUwDnaseNhlfHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseNhlfHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseNhlfHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhlfHotspotsRep2.broadPeak.gz"
"NHLF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000521","GSM736612","Stam","UW","DS12829","lmax-v1.0","451d419f33ff5fc2d4830d712eb23128",,"hg18","wgEncode",1,"2.3M",1560,,"wgEncodeUwDnaseNhlfPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseNhlfPkRep1.narrowPeak.gz","wgEncodeUwDnaseNhlfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhlfPkRep1.narrowPeak.gz"
"NHLF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000521","GSM736536","Stam","UW","DS12834","lmax-v1.0","1388768d89e3b739c26de0d7a1e81940",,"hg18","wgEncode",2,"2.0M",1561,,"wgEncodeUwDnaseNhlfPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNhlfPkRep2.narrowPeak.gz","wgEncodeUwDnaseNhlfPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhlfPkRep2.narrowPeak.gz"
"NHLF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000521","GSM736612","Stam","UW","DS12829","WindowDensity-bin20-win+/-75","fc3357bf3ba9e6a2bf8f3d5d58b67a76",,"hg18","wgEncode",1,"138M",1560,,"wgEncodeUwDnaseNhlfRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNhlfRawRep1.bigWig","wgEncodeUwDnaseNhlfRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhlfRawRep1.bigWig"
"NHLF","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000521","GSM736536","Stam","UW","DS12834","WindowDensity-bin20-win+/-75","8ecc8c67d4846641816909405cfabab9",,"hg18","wgEncode",2,"162M",1561,,"wgEncodeUwDnaseNhlfRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNhlfRawRep2.bigWig","wgEncodeUwDnaseNhlfRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNhlfRawRep2.bigWig"
"NT2-D1","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001887","GSM1024751","Stam","UW","DS14575","Hotspot-v5.2","4085269f9459e4a8d8f6ad3959177627",,"hg19","wgEncode",1,"5.2M",4407,,"wgEncodeUwDnaseNt2d1HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseNt2d1HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseNt2d1HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNt2d1HotspotsRep1.broadPeak.gz"
"NT2-D1","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001887","GSM1024795","Stam","UW","DS14564","Hotspot-v5.2","ad5d6c48a8981be96fa751c1ebd3e575",,"hg19","wgEncode",2,"4.5M",4406,,"wgEncodeUwDnaseNt2d1HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseNt2d1HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseNt2d1HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNt2d1HotspotsRep2.broadPeak.gz"
"NT2-D1","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001887","GSM1024751","Stam","UW","DS14575","lmax-v1.0","4d2270f7f151e7eaac4e1c9372816cd8",,"hg19","wgEncode",1,"2.2M",4407,,"wgEncodeUwDnaseNt2d1PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseNt2d1PkRep1.narrowPeak.gz","wgEncodeUwDnaseNt2d1PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNt2d1PkRep1.narrowPeak.gz"
"NT2-D1","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001887","GSM1024795","Stam","UW","DS14564","lmax-v1.0","f9e06072bc93e0900feb3452a6316824",,"hg19","wgEncode",2,"1.7M",4406,,"wgEncodeUwDnaseNt2d1PkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseNt2d1PkRep2.narrowPeak.gz","wgEncodeUwDnaseNt2d1PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNt2d1PkRep2.narrowPeak.gz"
"NT2-D1","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001887","GSM1024751","Stam","UW","DS14575","WindowDensity-bin20-win+/-75","24a226de6b4f1a17d14af4016928aced",,"hg19","wgEncode",1,"193M",4407,,"wgEncodeUwDnaseNt2d1RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseNt2d1RawRep1.bigWig","wgEncodeUwDnaseNt2d1RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNt2d1RawRep1.bigWig"
"NT2-D1","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001887","GSM1024795","Stam","UW","DS14564","WindowDensity-bin20-win+/-75","925d57f7d106d643ca3a0568325a9a86",,"hg19","wgEncode",2,"153M",4406,,"wgEncodeUwDnaseNt2d1RawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseNt2d1RawRep2.bigWig","wgEncodeUwDnaseNt2d1RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseNt2d1RawRep2.bigWig"
"PANC-1","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-09-19#,#2010-06-19#,"wgEncodeEH000500","GSM736517","Stam","UW","DS9955","Hotspot-v5.1","d07d008196b940e6d5683bb9b91e90f1",,"hg18","wgEncode",1,"3.7M",1627,,"wgEncodeUwDnasePanc1HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnasePanc1HotspotsRep1.broadPeak.gz","wgEncodeUwDnasePanc1HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnasePanc1HotspotsRep1.broadPeak.gz"
"PANC-1","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-19#,#2010-06-19#,"wgEncodeEH000500","GSM736519","Stam","UW","DS9873","Hotspot-v5.1","8f15414a023a2b2cc2ee721e1b89b318",,"hg18","wgEncode",2,"4.3M",1569,,"wgEncodeUwDnasePanc1HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnasePanc1HotspotsRep2.broadPeak.gz","wgEncodeUwDnasePanc1HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnasePanc1HotspotsRep2.broadPeak.gz"
