"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","dcc_internal_notes","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_protocol_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","spike_in_pool","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"089N","MCF-7","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002627",,,"GSM981245","Gingeras","CSHL","LID46859",,,"nucleus","caed5357d67e78b7b9dcdd273914c97c",,"wgEncode","2x101D",3,"longPolyA","Illumina_HiSeq_2000",,"345M","Nist14",5774,,"wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep3.bigWig","wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep3.bigWig"
"090N","MCF-7","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-05-14#,"wgEncodeEH002627",,,"GSM981245","Gingeras","CSHL","LID46860",,,"nucleus","ec1a6bd8011455d6ed6bd00c9c316dd6",,"wgEncode","2x101D",4,"longPolyA","Illumina_HiSeq_2000",,"320M","Nist14",5760,,"wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep4.bigWig","wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMcf7NucleusPapMinusRep4.bigWig"
"089N","MCF-7","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002627",,,"GSM981245","Gingeras","CSHL","LID46859",,,"nucleus","a25ea03d5501e52e4c46f7a8e32f5b4c",,"wgEncode","2x101D",3,"longPolyA","Illumina_HiSeq_2000",,"360M","Nist14",5774,,"wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep3.bigWig","wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep3.bigWig"
"090N","MCF-7","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-05-14#,"wgEncodeEH002627",,,"GSM981245","Gingeras","CSHL","LID46860",,,"nucleus","5754036857bce7b8987b7e355d0bf194",,"wgEncode","2x101D",4,"longPolyA","Illumina_HiSeq_2000",,"334M","Nist14",5760,,"wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep4.bigWig","wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMcf7NucleusPapPlusRep4.bigWig"
"039WC,040WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002668",,"RO01746","GSM981259","Gingeras","CSHL","LID44657,LID44658",,"iIDR","cell","33fed4701771d39094fec19762721e85",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"15M","Nist14",6042,,"wgEncodeCshlLongRnaSeqMonocd14CellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqMonocd14CellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqMonocd14CellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPamContigs.bedRnaElements.gz"
"039WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-18#,#2012-11-17#,"wgEncodeEH002668",,"RO01746","GSM981259","Gingeras","CSHL","LID44657",,,"cell","9a506db8d54732862f80a18968567fc7",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"182M","Nist14",5789,,"wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep1.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep1.bigWig"
"040WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-11-16#,"wgEncodeEH002668",,"RO01746","GSM981259","Gingeras","CSHL","LID44658",,,"cell","51ef1f65060e61314a1e86a77e0634b4",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"132M","Nist14",5764,,"wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep2.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPamMinusRep2.bigWig"
"039WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-18#,#2012-11-17#,"wgEncodeEH002668",,"RO01746","GSM981259","Gingeras","CSHL","LID44657",,,"cell","0891ff7691806519ec3ba3997a64b923",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"191M","Nist14",5789,,"wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep1.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep1.bigWig"
"040WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-11-16#,"wgEncodeEH002668",,"RO01746","GSM981259","Gingeras","CSHL","LID44658",,,"cell","91fd26ec9b109384dc0a7aed05d28a0c",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"138M","Nist14",5764,,"wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep2.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPamPlusRep2.bigWig"
"039WC,040WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-05-14#,"wgEncodeEH002672",,"RO01746","GSM984609","Gingeras","CSHL","LID44594,LID44497",,"iIDR","cell","44bf13306e4fa6c59ebf08d8371a62a5",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"11M","Nist14",6022,,"wgEncodeCshlLongRnaSeqMonocd14CellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqMonocd14CellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqMonocd14CellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPapContigs.bedRnaElements.gz"
"039WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002672",,"RO01746","GSM984609","Gingeras","CSHL","LID44594",,,"cell","f09524f9a056675a80dc3820440253d4",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"187M","Nist14",5785,,"wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep1.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep1.bigWig"
"040WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002672",,"RO01746","GSM984609","Gingeras","CSHL","LID44497",,,"cell","74b7bd550626c4454e8da5f55d842221",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"106M","Nist14",5773,,"wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep2.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPapMinusRep2.bigWig"
"039WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002672",,"RO01746","GSM984609","Gingeras","CSHL","LID44594",,,"cell","841b13fa779597939df632254fce633d",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"193M","Nist14",5785,,"wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep1.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep1.bigWig"
"040WC","Monocytes-CD14+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002672",,"RO01746","GSM984609","Gingeras","CSHL","LID44497",,,"cell","a32ba42348062f845d65bc14713b5802",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"109M","Nist14",5773,,"wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep2.bigWig","wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMonocd14CellPapPlusRep2.bigWig"
"050WC","NHDF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002677",,60801.3,"GSM984612","Gingeras","CSHL","LID47248",,,"cell","80ef57cbcba3a9d70daf096cfcbebde6",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"284M","Nist13",5865,,"wgEncodeCshlLongRnaSeqNhdf00608013CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhdf00608013CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqNhdf00608013CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhdf00608013CellTotalMinusRep2.bigWig"
"050WC","NHDF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002677",,60801.3,"GSM984612","Gingeras","CSHL","LID47248",,,"cell","0ae8dd04e50219bfcffde530081af25e",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"292M","Nist13",5865,,"wgEncodeCshlLongRnaSeqNhdf00608013CellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhdf00608013CellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqNhdf00608013CellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhdf00608013CellTotalPlusRep2.bigWig"
"049WC","NHDF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-26#,#2012-11-26#,"wgEncodeEH002677",,7071701.2,"GSM984612","Gingeras","CSHL","LID47247",,,"cell","64a39bdb1edff95be0e878e11a9415c1",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"353M","Nist13",5893,,"wgEncodeCshlLongRnaSeqNhdf70717012CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhdf70717012CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqNhdf70717012CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhdf70717012CellTotalMinusRep1.bigWig"
"049WC","NHDF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-26#,#2012-11-26#,"wgEncodeEH002677",,7071701.2,"GSM984612","Gingeras","CSHL","LID47247",,,"cell","5975e7cef4141548e622c753c632064c",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"368M","Nist13",5893,,"wgEncodeCshlLongRnaSeqNhdf70717012CellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhdf70717012CellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqNhdf70717012CellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhdf70717012CellTotalPlusRep1.bigWig"
"049WC,050WC","NHDF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002677",,"7071701.2,0060801.3","GSM984612","Gingeras","CSHL","LID47247,LID47248",,"iIDR","cell","0914b6755916a0dd202f9598507328de",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"34M","Nist13",6041,,"wgEncodeCshlLongRnaSeqNhdfCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhdfCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhdfCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhdfCellTotalContigs.bedRnaElements.gz"
"007WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8665",,,"cell","d5f7326ea9cf5754f5421fa36338a714",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"804M","Nist14",2413,,"wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep1.bigWig"
"008WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8666",,,"cell","14dc22f749a4b3b60b3c864740caf6a8",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"564M","Nist14",2414,,"wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep2.bigWig"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-25#,#2011-07-25#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8830",,,"cell","3133f7187f24ac39949d985b168767be",,"wgEncode","2x76D",5,"longNonPolyA","Illumina_GA2x",,"162M","Nist14",2558,,"wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep5","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep5.bigWig","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep5.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaMinusRawSigRep5.bigWig"
"007WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8665",,,"cell","887d4676a036a3a61d2a5f89ce4ab71f",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"835M","Nist14",2413,,"wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep1.bigWig"
"008WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8666",,,"cell","a5d23a295cd0ebdd1047c1f460188e66",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"586M","Nist14",2414,,"wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep2.bigWig"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-25#,#2011-07-25#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8830",,,"cell","47544e596305a63c36946060f3f67be4",,"wgEncode","2x76D",5,"longNonPolyA","Illumina_GA2x",,"167M","Nist14",2558,,"wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep5","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep5.bigWig","wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep5.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellLongnonpolyaPlusRawSigRep5.bigWig"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8830",,"iIDR","cell","5056155544db7223c2f4447aebded3f1","replaced","wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"11M","Nist14",3657,,"wgEncodeCshlLongRnaSeqNhekCellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPamContigs.bedRnaElements.gz"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-10#,#2012-11-10#,"wgEncodeEH000164",,,"GSM765398","Gingeras","CSHL","LID8830",,,"cell","715e0bad6dc206c3ca6a7ea50471fe0f",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"11M","Nist14",5612,"V2 - Replace . with -1 for missing data","wgEncodeCshlLongRnaSeqNhekCellPamContigsV2","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCellPamContigsV2.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCellPamContigsV2.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPamContigsV2.bedRnaElements.gz"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID8694",,"iIDR","cell","1f74fdd50ff7a9aaa4eaae3f40e73fea","replaced","wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"13M","Nist14",3659,,"wgEncodeCshlLongRnaSeqNhekCellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapContigs.bedRnaElements.gz"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-10#,#2012-05-14#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID8694",,,"cell","4d0d72a45de90ac2349cd41078e9596d",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"13M","Nist14",5612,"V2 - Replace . with -1 for missing data","wgEncodeCshlLongRnaSeqNhekCellPapContigsV2","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCellPapContigsV2.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCellPapContigsV2.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapContigsV2.bedRnaElements.gz"
"007WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID16631",,,"cell","fa321fb9b90eff05c3a62915ede57009",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"641M","Nist14",1947,,"wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep1.bigWig"
"008WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID16632",,,"cell","6799ad68dad862733e89182c81885def",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"525M","Nist14",1948,,"wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep2.bigWig"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID8694",,,"cell","55c7a8f89b3df6076776e73f5cd90a70",,"wgEncode","2x76D",5,"longPolyA","Illumina_GA2x",,"374M","Nist14",2467,,"wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep5","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep5.bigWig","wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep5.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapMinusRawSigRep5.bigWig"
"007WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID16631",,,"cell","50538ed59934b01298a5baa8bd351ba9",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"665M","Nist14",1947,,"wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep1.bigWig"
