"antibody","cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"CTCF","Kidney_OC","wgEncodeOpenChromChip","wgEncodeEH003451","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003461","GSM1006886","Crawford","UT-A","baseAlignCounts.pl v 1","8ab756e5b9666361bb3aea88de2416ea",,,"wgEncode",1,"exp","1023M",7540,"wgEncodeOpenChromChipKidneyocCtcfBaseOverlapSignalRep1",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipKidneyocCtcfBaseOverlapSignalRep1.bigWig","wgEncodeOpenChromChipKidneyocCtcfBaseOverlapSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipKidneyocCtcfBaseOverlapSignalRep1.bigWig"
"CTCF","Kidney_OC","wgEncodeOpenChromChip","wgEncodeEH003451","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003461","GSM1006886","Crawford","UT-A","p-value cutoff: 0.05","6ba80d27e22dd023aa986abda961e8c1",,,"wgEncode",1,"exp","1.3M",7540,"wgEncodeOpenChromChipKidneyocCtcfPkRep1",,"narrowPeak","Peaks","wgEncodeOpenChromChipKidneyocCtcfPkRep1.narrowPeak.gz","wgEncodeOpenChromChipKidneyocCtcfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipKidneyocCtcfPkRep1.narrowPeak.gz"
"CTCF","Kidney_OC","wgEncodeOpenChromChip","wgEncodeEH003451","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003461","GSM1006886","Crawford","UT-A","fseq v 1.84, iff_Kidney","dbba87de1702ea09537182190b7c8012",,,"wgEncode",1,"exp","4.0G",7540,"wgEncodeOpenChromChipKidneyocCtcfSigRep1",,"bigWig","Signal","wgEncodeOpenChromChipKidneyocCtcfSigRep1.bigWig","wgEncodeOpenChromChipKidneyocCtcfSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipKidneyocCtcfSigRep1.bigWig"
"Input","Kidney_OC","wgEncodeOpenChromChip","wgEncodeEH003451","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-26#,"wgEncodeEH003451","GSM1006868","Crawford","UT-A","fseq v 1.84","950a5c86269ca0db5efe0ea733600958",,,"wgEncode",,"input","4.0G",7527,"wgEncodeOpenChromChipKidneyocInputSig",,"bigWig","Signal","wgEncodeOpenChromChipKidneyocInputSig.bigWig","wgEncodeOpenChromChipKidneyocInputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipKidneyocInputSig.bigWig"
"CTCF","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003460","GSM1006887","Crawford","UT-A","baseAlignCounts.pl v 1","4a7852e5816ebb8eedf4d33f619733f5",,,"wgEncode",1,"exp","954M",7539,"wgEncodeOpenChromChipLncapCtcfAndroBaseOverlapSignalRep1","androgen","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipLncapCtcfAndroBaseOverlapSignalRep1.bigWig","wgEncodeOpenChromChipLncapCtcfAndroBaseOverlapSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapCtcfAndroBaseOverlapSignalRep1.bigWig"
"CTCF","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003460","GSM1006887","Crawford","UT-A","p-value cutoff: 0.05","f8f3b52f1d1a700e914ecf1756f6cea7",,,"wgEncode",1,"exp","1.3M",7539,"wgEncodeOpenChromChipLncapCtcfAndroPkRep1","androgen","narrowPeak","Peaks","wgEncodeOpenChromChipLncapCtcfAndroPkRep1.narrowPeak.gz","wgEncodeOpenChromChipLncapCtcfAndroPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapCtcfAndroPkRep1.narrowPeak.gz"
"CTCF","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003460","GSM1006887","Crawford","UT-A","fseq v 1.84, iff_LnCAP","b55ddd53160ae830f013fdfd6bd1671c",,,"wgEncode",1,"exp","3.7G",7539,"wgEncodeOpenChromChipLncapCtcfAndroSigRep1","androgen","bigWig","Signal","wgEncodeOpenChromChipLncapCtcfAndroSigRep1.bigWig","wgEncodeOpenChromChipLncapCtcfAndroSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapCtcfAndroSigRep1.bigWig"
"CTCF","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003459","GSM1006874","Crawford","UT-A","baseAlignCounts.pl v 1","0f115aebff8f02108146e39cf5c6666e",,,"wgEncode",1,"exp","993M",7538,"wgEncodeOpenChromChipLncapCtcfBaseOverlapSignalRep1",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipLncapCtcfBaseOverlapSignalRep1.bigWig","wgEncodeOpenChromChipLncapCtcfBaseOverlapSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapCtcfBaseOverlapSignalRep1.bigWig"
"CTCF","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003459","GSM1006874","Crawford","UT-A","p-value cutoff: 0.05","92cc26545cddc9889006c0bbab6c3a83",,,"wgEncode",1,"exp","1.3M",7538,"wgEncodeOpenChromChipLncapCtcfPkRep1",,"narrowPeak","Peaks","wgEncodeOpenChromChipLncapCtcfPkRep1.narrowPeak.gz","wgEncodeOpenChromChipLncapCtcfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapCtcfPkRep1.narrowPeak.gz"
"CTCF","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003459","GSM1006874","Crawford","UT-A","fseq v 1.84, iff_LnCAP","66fb1f71074d6da1db2f9e65c42e1431",,,"wgEncode",1,"exp","3.5G",7538,"wgEncodeOpenChromChipLncapCtcfSigRep1",,"bigWig","Signal","wgEncodeOpenChromChipLncapCtcfSigRep1.bigWig","wgEncodeOpenChromChipLncapCtcfSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapCtcfSigRep1.bigWig"
"Input","LNCaP","wgEncodeOpenChromChip","wgEncodeEH003452","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-26#,"wgEncodeEH003452","GSM1006879","Crawford","UT-A","fseq v 1.84","258a30ac6efbaac039d5f9fae61e403d",,,"wgEncode",,"input","3.7G",7522,"wgEncodeOpenChromChipLncapInputSig",,"bigWig","Signal","wgEncodeOpenChromChipLncapInputSig.bigWig","wgEncodeOpenChromChipLncapInputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLncapInputSig.bigWig"
"CTCF","Lung_OC","wgEncodeOpenChromChip","wgEncodeEH003453","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003462","GSM1006882","Crawford","UT-A","baseAlignCounts.pl v 1","6e878d8eaf71bf02c3c90ab4f3ad4c74",,,"wgEncode",1,"exp","885M",7543,"wgEncodeOpenChromChipLungocCtcfBaseOverlapSignalRep1",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipLungocCtcfBaseOverlapSignalRep1.bigWig","wgEncodeOpenChromChipLungocCtcfBaseOverlapSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLungocCtcfBaseOverlapSignalRep1.bigWig"
"CTCF","Lung_OC","wgEncodeOpenChromChip","wgEncodeEH003453","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003462","GSM1006882","Crawford","UT-A","p-value cutoff: 0.05","8f64283db264f5c1c21ae25f6526d502",,,"wgEncode",1,"exp","1.2M",7543,"wgEncodeOpenChromChipLungocCtcfPkRep1",,"narrowPeak","Peaks","wgEncodeOpenChromChipLungocCtcfPkRep1.narrowPeak.gz","wgEncodeOpenChromChipLungocCtcfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLungocCtcfPkRep1.narrowPeak.gz"
"CTCF","Lung_OC","wgEncodeOpenChromChip","wgEncodeEH003453","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003462","GSM1006882","Crawford","UT-A","fseq v 1.84, iff_Lung","82fb9e24e141651cad30fde83edf300f",,,"wgEncode",1,"exp","3.5G",7543,"wgEncodeOpenChromChipLungocCtcfSigRep1",,"bigWig","Signal","wgEncodeOpenChromChipLungocCtcfSigRep1.bigWig","wgEncodeOpenChromChipLungocCtcfSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLungocCtcfSigRep1.bigWig"
"Input","Lung_OC","wgEncodeOpenChromChip","wgEncodeEH003453","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-26#,"wgEncodeEH003453","GSM1006880","Crawford","UT-A","fseq v 1.84","5e3e21bb4f6d922d38ac55b3778e86c9",,,"wgEncode",,"input","3.2G",7526,"wgEncodeOpenChromChipLungocInputSig",,"bigWig","Signal","wgEncodeOpenChromChipLungocInputSig.bigWig","wgEncodeOpenChromChipLungocInputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipLungocInputSig.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001134","GSM822304","Crawford","UT-A","baseAlignCounts.pl v 1","b22dc17c76058bedb2863ea6650660af",,"hg19","wgEncode",,"exp","649M",2503,"wgEncodeOpenChromChipMcf7CmycEstroBaseOverlapSignal","estrogen","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CmycEstroBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CmycEstroBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycEstroBaseOverlapSignal.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001134","GSM822304","Crawford","UT-A","p-value cutoff: 0.05","bea123167eb09018fddc1f18affb7aa9",,"hg19","wgEncode",1,"exp","377K",2503,"wgEncodeOpenChromChipMcf7CmycEstroPkRep1","estrogen","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CmycEstroPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CmycEstroPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycEstroPkRep1.narrowPeak.gz"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001134","GSM822304","Crawford","UT-A","fseq v 1.84, iff_MCF7","0282eec6fd400d049da8db1b301ab5e4",,"hg19","wgEncode",,"exp","2.3G",2503,"wgEncodeOpenChromChipMcf7CmycEstroSig","estrogen","bigWig","Signal","wgEncodeOpenChromChipMcf7CmycEstroSig.bigWig","wgEncodeOpenChromChipMcf7CmycEstroSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycEstroSig.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003436","GSM1006877","Crawford","UT-A","baseAlignCounts.pl v 1","554b5819f928aa71538b29439ddc6fca",,,"wgEncode",,"exp","1.2G",5615,"wgEncodeOpenChromChipMcf7CmycSerumstimBaseOverlapSignal","serum_stimulated_media","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CmycSerumstimBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CmycSerumstimBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycSerumstimBaseOverlapSignal.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003436","GSM1006877","Crawford","UT-A","p-value cutoff: 0.05","ad98c9d0ebbb2d569d21ff92750c60a5",,,"wgEncode",1,"exp","1.1M",5615,"wgEncodeOpenChromChipMcf7CmycSerumstimPkRep1","serum_stimulated_media","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CmycSerumstimPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CmycSerumstimPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycSerumstimPkRep1.narrowPeak.gz"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003436","GSM1006877","Crawford","UT-A","fseq v 1.84, iff_MCF7","9a1b71f2ca22540fe47c89694778c0c2",,,"wgEncode",,"exp","2.7G",5615,"wgEncodeOpenChromChipMcf7CmycSerumstimSig","serum_stimulated_media","bigWig","Signal","wgEncodeOpenChromChipMcf7CmycSerumstimSig.bigWig","wgEncodeOpenChromChipMcf7CmycSerumstimSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycSerumstimSig.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003439","GSM1006866","Crawford","UT-A","baseAlignCounts.pl v 1","59469ff8eb88468961627a5ba658d3b1",,,"wgEncode",,"exp","1.2G",6196,"wgEncodeOpenChromChipMcf7CmycSerumstvdBaseOverlapSignal","serum_starved_media","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CmycSerumstvdBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CmycSerumstvdBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycSerumstvdBaseOverlapSignal.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003439","GSM1006866","Crawford","UT-A","p-value cutoff: 0.05","2264dbd85b777cefec625966d59f9942",,,"wgEncode",1,"exp","446K",6196,"wgEncodeOpenChromChipMcf7CmycSerumstvdPkRep1","serum_starved_media","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CmycSerumstvdPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CmycSerumstvdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycSerumstvdPkRep1.narrowPeak.gz"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003439","GSM1006866","Crawford","UT-A","fseq v 1.84, iff_MCF7","e3d6a410c3468491d554b7c294e336ca",,,"wgEncode",,"exp","2.8G",6196,"wgEncodeOpenChromChipMcf7CmycSerumstvdSig","serum_starved_media","bigWig","Signal","wgEncodeOpenChromChipMcf7CmycSerumstvdSig.bigWig","wgEncodeOpenChromChipMcf7CmycSerumstvdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycSerumstvdSig.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001133","GSM822301","Crawford","UT-A","baseAlignCounts.pl v 1","95efee2a1802c02bd991bb8fd7deff23",,"hg19","wgEncode",,"exp","372M",2504,"wgEncodeOpenChromChipMcf7CmycVehBaseOverlapSignal","vehicle","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CmycVehBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CmycVehBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycVehBaseOverlapSignal.bigWig"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001133","GSM822301","Crawford","UT-A","p-value cutoff: 0.05","f17bfac31153100ea484b0a73946e194",,"hg19","wgEncode",,"exp","818K",2504,"wgEncodeOpenChromChipMcf7CmycVehPkRep1","vehicle","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CmycVehPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CmycVehPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycVehPkRep1.narrowPeak.gz"
"c-Myc","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001133","GSM822301","Crawford","UT-A","fseq v 1.84, iff_MCF7","d64fe6c1d7c55ad862dc3988815ec917",,"hg19","wgEncode",,"exp","2.3G",2504,"wgEncodeOpenChromChipMcf7CmycVehSig","vehicle","bigWig","Signal","wgEncodeOpenChromChipMcf7CmycVehSig.bigWig","wgEncodeOpenChromChipMcf7CmycVehSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CmycVehSig.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-12-28#,#2010-09-28#,"wgEncodeEH000598","GSM822305","Crawford","UT-A","baseAlignCounts.pl v 1","c158e59bea1530ecd7824c8e19dab722",,"hg18","wgEncode",,"exp","265M",1580,"wgEncodeOpenChromChipMcf7CtcfBaseOverlapSignal","None","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CtcfBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CtcfBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfBaseOverlapSignal.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001131","GSM822309","Crawford","UT-A","baseAlignCounts.pl v 1","6d40f266af8f3b71930056c4052cb905",,"hg19","wgEncode",,"exp","638M",2502,"wgEncodeOpenChromChipMcf7CtcfEstroBaseOverlapSignal","estrogen","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CtcfEstroBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CtcfEstroBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfEstroBaseOverlapSignal.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001131","GSM822309","Crawford","UT-A","p-value cutoff: 0.05","eb4322e60c37f8b88cbfc12a9abe8c4f",,"hg19","wgEncode",,"exp","1.4M",2502,"wgEncodeOpenChromChipMcf7CtcfEstroPkRep1","estrogen","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CtcfEstroPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CtcfEstroPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfEstroPkRep1.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001131","GSM822309","Crawford","UT-A","fseq v 1.84, iff_MCF7","c9c9b8ab3ece7e97aad4cd7163c1c073",,"hg19","wgEncode",,"exp","5.1G",2502,"wgEncodeOpenChromChipMcf7CtcfEstroSig","estrogen","bigWig","Signal","wgEncodeOpenChromChipMcf7CtcfEstroSig.bigWig","wgEncodeOpenChromChipMcf7CtcfEstroSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfEstroSig.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-12-28#,#2010-09-28#,"wgEncodeEH000598","GSM822305","Crawford","UT-A","p-value cutoff: 0.05","2a7778dac2cb0e23cb3a83c5eea41cf9",,"hg18","wgEncode",,"exp","1.3M",1580,"wgEncodeOpenChromChipMcf7CtcfPk","None","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CtcfPk.narrowPeak.gz","wgEncodeOpenChromChipMcf7CtcfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfPk.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003434","GSM1006875","Crawford","UT-A","baseAlignCounts.pl v 1","df2f4b241ef7cf2325d57b959a72f99b",,,"wgEncode",,"exp","1.1G",5613,"wgEncodeOpenChromChipMcf7CtcfSerumstimBaseOverlapSignal","serum_stimulated_media","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CtcfSerumstimBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CtcfSerumstimBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSerumstimBaseOverlapSignal.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003434","GSM1006875","Crawford","UT-A","p-value cutoff: 0.05","95394af7bd63442938449bc55a19bea7",,,"wgEncode",1,"exp","1.4M",5613,"wgEncodeOpenChromChipMcf7CtcfSerumstimPkRep1","serum_stimulated_media","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CtcfSerumstimPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CtcfSerumstimPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSerumstimPkRep1.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003434","GSM1006875","Crawford","UT-A","fseq v 1.84, iff_MCF7","4c7328d2aea2fc0299f076d188206194",,,"wgEncode",,"exp","2.8G",5613,"wgEncodeOpenChromChipMcf7CtcfSerumstimSig","serum_stimulated_media","bigWig","Signal","wgEncodeOpenChromChipMcf7CtcfSerumstimSig.bigWig","wgEncodeOpenChromChipMcf7CtcfSerumstimSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSerumstimSig.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-13#,#2012-11-12#,"wgEncodeEH003437","GSM1006878","Crawford","UT-A","baseAlignCounts.pl v 1","52dc339b43faa0c9fa9606a2701c9037",,,"wgEncode",,"exp","1.2G",5616,"wgEncodeOpenChromChipMcf7CtcfSerumstvdBaseOverlapSignal","serum_starved_media","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CtcfSerumstvdBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CtcfSerumstvdBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSerumstvdBaseOverlapSignal.bigWig"
