"biological_category","technology","extract_name","comment__rna_tube_","comment__sample_name_","comment__organism_","protocol_ref","parameter__rna_extraction_","extract_name_1","comment__rna_id_","comment__material_type_","comment__comment_on_rna_","protocol_ref_1","comment__lsid_","parameter__library_protocol_","library_name","comment__library_id_","protocol_ref_2","parameter__sequence_protocol_","parameter__machine_name_","parameter__run_name_","parameter__flowcell_channel_","file_name","comment__sequence_raw_file_","protocol_ref_3","parameter__sex_","file_name_1","fname","url"
"Timecourse","HeliScopeCAGE","13437-144E8","13437-144E8","iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2","Homo sapiens","standard whole cell","standard whole cell","13437-144E8.rna","13437-144E8.rna","total RNA","comment:Sample category:""FANTOM5 update 02Aug2011""; donor(cell lot):""C32-CRL1502"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:2.13; A260A230:2.07","OP-HELISCOPE-CAGE-v4.0",1092,"OP-HELISCOPE-CAGE-v4.0","CNhs13839","CNhs13839","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch23","/sequencedata/heliscope/srf/2011_10_21_GOS030","/sequencedata/heliscope/srf/2011_10_21_GOS030","delve_align","female","iPS%20differentiation%20to%20neuron%2c%20control%20donor%20C32-CRL1502%2c%20day00%2c%20rep2.CNhs13839.13437-144E8.hg19.nobarcode.bam","timecourse.hCAGE-iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2.CNhs13839.13437-144E8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.timecourse.hCAGE/iPS%2520differentiation%2520to%2520neuron%252c%2520control%2520donor%2520C32-CRL1502%252c%2520day00%252c%2520rep2.CNhs13839.13437-144E8.hg19.ctss.bed.gz"
"Timecourse","HeliScopeCAGE","13230-141I8","13230-141I8","mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2","Homo sapiens","standard whole cell","standard whole cell","13230-141I8.rna","13230-141I8.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; RNA lot number:""F164"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.08; A260A230:1.97","OP-HELISCOPE-CAGE-v4.0",1023,"OP-HELISCOPE-CAGE-v4.0","CNhs13420","CNhs13420","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch20","/sequencedata/heliscope/srf/2011_8_2_RIKEN22","/sequencedata/heliscope/srf/2011_8_2_RIKEN22","delve_align","male","mesenchymal%20stem%20cells%20%28adipose%20derived%29%2c%20adipogenic%20induction%2c%2000hr00min%2c%20biol_rep2.CNhs13420.13230-141I8.hg19.nobarcode.bam","timecourse.hCAGE-mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2.CNhs13420.13230-141I8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.timecourse.hCAGE/mesenchymal%2520stem%2520cells%2520%2528adipose%2520derived%2529%252c%2520adipogenic%2520induction%252c%252000hr00min%252c%2520biol_rep2.CNhs13420.13230-141I8.hg19.ctss.bed.gz"
"Timecourse","HeliScopeCAGE","13231-141I9","13231-141I9","mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3","Homo sapiens","standard whole cell","standard whole cell","13231-141I9.rna","13231-141I9.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; RNA lot number:""F165"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.07; A260A230:1.86","OP-HELISCOPE-CAGE-v4.0",1023,"OP-HELISCOPE-CAGE-v4.0","CNhs13421","CNhs13421","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch17","/sequencedata/heliscope/srf/2011_8_2_RIKEN22","/sequencedata/heliscope/srf/2011_8_2_RIKEN22","delve_align","male","mesenchymal%20stem%20cells%20%28adipose%20derived%29%2c%20adipogenic%20induction%2c%2000hr00min%2c%20biol_rep3.CNhs13421.13231-141I9.hg19.nobarcode.bam","timecourse.hCAGE-mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3.CNhs13421.13231-141I9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.timecourse.hCAGE/mesenchymal%2520stem%2520cells%2520%2528adipose%2520derived%2529%252c%2520adipogenic%2520induction%252c%252000hr00min%252c%2520biol_rep3.CNhs13421.13231-141I9.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10000-101A1","10000-101A1","Clontech Human Universal Reference Total RNA, pool1","Homo sapiens","standard whole cell","standard whole cell","10000-101A1.rna","10000-101A1.rna","total RNA","comment:company:""Clontech""; RNA lot number:""9052727A""; RNA Catalog number:""Cat:636538""; donor(cell lot):""10-20 pool""; ethnicity:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",656,"OP-HELISCOPE-CAGE-v3.12","CNhs10608","CNhs10608","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch22","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","delve_align","mixture","Clontech%20Human%20Universal%20Reference%20Total%20RNA%2c%20pool1.CNhs10608.10000-101A1.hg19.nobarcode.bam","tissue.hCAGE-Clontech Human Universal Reference Total RNA, pool1.CNhs10608.10000-101A1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/Clontech%2520Human%2520Universal%2520Reference%2520Total%2520RNA%252c%2520pool1.CNhs10608.10000-101A1.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10301-104H4","10301-104H4","Fingernail (including nail plate, eponychium and hyponychium), donor2","Homo sapiens","standard whole cell","standard whole cell","10301-104H4.rna","10301-104H4.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""2-Fn"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:6.5; A260A280:2.03; A260A230:1.82","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13445","CNhs13445","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch17","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","Fingernail%20%28including%20nail%20plate%2c%20eponychium%20and%20hyponychium%29%2c%20donor2.CNhs13445.10301-104H4.hg19.nobarcode.bam","tissue.hCAGE-Fingernail (including nail plate, eponychium and hyponychium), donor2.CNhs13445.10301-104H4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/Fingernail%2520%2528including%2520nail%2520plate%252c%2520eponychium%2520and%2520hyponychium%2529%252c%2520donor2.CNhs13445.10301-104H4.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10002-101A5","10002-101A5","SABiosciences XpressRef Human Universal Total RNA, pool1","Homo sapiens","standard whole cell","standard whole cell","10002-101A5.rna","10002-101A5.rna","total RNA","comment:company:""SABiosciences""; RNA lot number:""B208251""; RNA Catalog number:""Cat:GA-004""; donor(cell lot):""10-20 pool""; ethnicity:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",656,"OP-HELISCOPE-CAGE-v3.12","CNhs10610","CNhs10610","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch16","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","delve_align","mixture","SABiosciences%20XpressRef%20Human%20Universal%20Total%20RNA%2c%20pool1.CNhs10610.10002-101A5.hg19.nobarcode.bam","tissue.hCAGE-SABiosciences XpressRef Human Universal Total RNA, pool1.CNhs10610.10002-101A5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/SABiosciences%2520XpressRef%2520Human%2520Universal%2520Total%2520RNA%252c%2520pool1.CNhs10610.10002-101A5.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10286-104F7","10286-104F7","Skin - palm, donor1","Homo sapiens","standard whole cell","standard whole cell","10286-104F7.rna","10286-104F7.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""1-Sk4"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:4; A260A280:1.96; A260A230:1.27","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13458","CNhs13458","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch03","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","Skin%20-%20palm%2c%20donor1.CNhs13458.10286-104F7.hg19.nobarcode.bam","tissue.hCAGE-Skin - palm, donor1.CNhs13458.10286-104F7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/Skin%2520-%2520palm%252c%2520donor1.CNhs13458.10286-104F7.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10007-101B4","10007-101B4","Universal RNA - Human Normal Tissues Biochain, pool1","Homo sapiens","standard whole cell","standard whole cell","10007-101B4.rna","10007-101B4.rna","total RNA","comment:company:""Biochain""; RNA lot number:""B208251""; RNA Catalog number:""Cat:R4234565-1""; donor(cell lot):""5 pool""; ethnicity:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:7.7; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",656,"OP-HELISCOPE-CAGE-v3.12","CNhs10612","CNhs10612","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch10","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","delve_align","mixture","Universal%20RNA%20-%20Human%20Normal%20Tissues%20Biochain%2c%20pool1.CNhs10612.10007-101B4.hg19.nobarcode.bam","tissue.hCAGE-Universal RNA - Human Normal Tissues Biochain, pool1.CNhs10612.10007-101B4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/Universal%2520RNA%2520-%2520Human%2520Normal%2520Tissues%2520Biochain%252c%2520pool1.CNhs10612.10007-101B4.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10319-105A4","10319-105A4","Urethra, donor2","Homo sapiens","standard whole cell","standard whole cell","10319-105A4.rna","10319-105A4.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""2-Ut"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:4.1; A260A280:2.08; A260A230:1.81","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13464","CNhs13464","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch07","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","Urethra%2c%20donor2.CNhs13464.10319-105A4.hg19.nobarcode.bam","tissue.hCAGE-Urethra, donor2.CNhs13464.10319-105A4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/Urethra%252c%2520donor2.CNhs13464.10319-105A4.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10292-104G4","10292-104G4","achilles tendon, donor2","Homo sapiens","standard whole cell","standard whole cell","10292-104G4.rna","10292-104G4.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""2-At"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:2.2; A260A280:1.96; A260A230:1.73","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13435","CNhs13435","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch22","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","achilles%20tendon%2c%20donor2.CNhs13435.10292-104G4.hg19.nobarcode.bam","tissue.hCAGE-achilles tendon, donor2.CNhs13435.10292-104G4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/achilles%2520tendon%252c%2520donor2.CNhs13435.10292-104G4.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10010-101C1","10010-101C1","adipose tissue, adult, pool1","Homo sapiens","standard whole cell","standard whole cell","10010-101C1.rna","10010-101C1.rna","total RNA","comment:company:""Ambion""; RNA lot number:""0910061 -1""; RNA Catalog number:""Cat:AM6000 Lot:0910061 -1""; donor(cell lot):""3 pool""; ethnicity:""C""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",656,"OP-HELISCOPE-CAGE-v3.12","CNhs10615","CNhs10615","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch01","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","delve_align","mixture","adipose%20tissue%2c%20adult%2c%20pool1.CNhs10615.10010-101C1.hg19.nobarcode.bam","tissue.hCAGE-adipose tissue, adult, pool1.CNhs10615.10010-101C1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/adipose%2520tissue%252c%2520adult%252c%2520pool1.CNhs10615.10010-101C1.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10081-102A9","10081-102A9","adrenal gland, adult, pool1","Homo sapiens","standard whole cell","standard whole cell","10081-102A9.rna","10081-102A9.rna","total RNA","comment:Sample category:""FANTOM5 tissue""; company:""Clontech""; RNA lot number:"" 8101369A-1""; RNA Catalog number:""Cat: 636643 Lot: 8101369A-1""; donor(cell lot):""62 pool"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:7; A260A280:2.02; A260A230:2.35","OP-HELISCOPE-CAGE-v4.0",820,"OP-HELISCOPE-CAGE-v4.0","CNhs11793","CNhs11793","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch18","/sequencedata/heliscope/srf/CTS3.2010-12-23","/sequencedata/heliscope/srf/CTS3.2010-12-23","delve_align","mixture","adrenal%20gland%2c%20adult%2c%20pool1.CNhs11793.10081-102A9.hg19.nobarcode.bam","tissue.hCAGE-adrenal gland, adult, pool1.CNhs11793.10081-102A9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/adrenal%2520gland%252c%2520adult%252c%2520pool1.CNhs11793.10081-102A9.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10167-103B5","10167-103B5","amygdala - adult, donor10196","Homo sapiens","standard whole cell","standard whole cell","10167-103B5.rna","10167-103B5.rna","total RNA","comment:Sample category:""FANTOM5 update January1""; donor(cell lot):""donor: 10196"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.05; A260A230:2.23","OP-HELISCOPE-CAGE-v4.0",1086,"OP-HELISCOPE-CAGE-v4.0","CNhs13793","CNhs13793","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch14","/sequencedata/heliscope/srf/2011_8_31_P15_RIKEN25_1100fov","/sequencedata/heliscope/srf/2011_8_31_P15_RIKEN25_1100fov","delve_align","female","amygdala%20-%20adult%2c%20donor10196.CNhs13793.10167-103B5.hg19.nobarcode.bam","tissue.hCAGE-amygdala - adult, donor10196.CNhs13793.10167-103B5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/amygdala%2520-%2520adult%252c%2520donor10196.CNhs13793.10167-103B5.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10151-102I7","10151-102I7","amygdala, adult, donor10252","Homo sapiens","standard whole cell","standard whole cell","10151-102I7.rna","10151-102I7.rna","total RNA","comment:Sample category:""FANTOM5 update January1""; donor(cell lot):""donor: 10252"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:2.2","OP-HELISCOPE-CAGE-v4.0",913,"OP-HELISCOPE-CAGE-v4.0","CNhs12311","CNhs12311","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch19","/sequencedata/heliscope/srf/2011_2_23_RikenRun9_1100FOV","/sequencedata/heliscope/srf/2011_2_23_RikenRun9_1100FOV","delve_align","female","amygdala%2c%20adult%2c%20donor10252.CNhs12311.10151-102I7.hg19.nobarcode.bam","tissue.hCAGE-amygdala, adult, donor10252.CNhs12311.10151-102I7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/amygdala%252c%2520adult%252c%2520donor10252.CNhs12311.10151-102I7.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10052-101G7","10052-101G7","aorta, adult, pool1","Homo sapiens","standard whole cell","standard whole cell","10052-101G7.rna","10052-101G7.rna","total RNA","comment:Sample category:""FANTOM5 tissue""; company:""Clontech""; RNA lot number:""9052725A""; RNA Catalog number:""Cat:636546""; donor(cell lot):""4 pool"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:7.5; A260A280:2.02; A260A230:2.54","OP-HELISCOPE-CAGE-v4.0",820,"OP-HELISCOPE-CAGE-v4.0","CNhs11760","CNhs11760","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch20","/sequencedata/heliscope/srf/P15.2010-12-22","/sequencedata/heliscope/srf/P15.2010-12-22","delve_align","mixture","aorta%2c%20adult%2c%20pool1.CNhs11760.10052-101G7.hg19.nobarcode.bam","tissue.hCAGE-aorta, adult, pool1.CNhs11760.10052-101G7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/aorta%252c%2520adult%252c%2520pool1.CNhs11760.10052-101G7.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10189-103D9","10189-103D9","appendix, adult","Homo sapiens","standard whole cell","standard whole cell","10189-103D9.rna","10189-103D9.rna","total RNA","comment:Sample category:""FANTOM5 update February5""; company:""Biochain""; cell lot:""NA"";cell catalog:""NA"";RNA Catalog number:""R1234006-10"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",973,"OP-HELISCOPE-CAGE-v4.0","CNhs12842","CNhs12842","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch10","/sequencedata/heliscope/srf/2011_04_15_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_04_15_R2_30Q_1100FOV","delve_align","male","appendix%2c%20adult.CNhs12842.10189-103D9.hg19.nobarcode.bam","tissue.hCAGE-appendix, adult.CNhs12842.10189-103D9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/appendix%252c%2520adult.CNhs12842.10189-103D9.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10190-103E1","10190-103E1","artery, adult","Homo sapiens","standard whole cell","standard whole cell","10190-103E1.rna","10190-103E1.rna","total RNA","comment:Sample category:""FANTOM5 update February5""; company:""Biochain""; cell lot:""NA"";cell catalog:""NA"";RNA Catalog number:""R1234013-10"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",973,"OP-HELISCOPE-CAGE-v4.0","CNhs12843","CNhs12843","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch07","/sequencedata/heliscope/srf/2011_04_15_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_04_15_R2_30Q_1100FOV","delve_align","male","artery%2c%20adult.CNhs12843.10190-103E1.hg19.nobarcode.bam","tissue.hCAGE-artery, adult.CNhs12843.10190-103E1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/artery%252c%2520adult.CNhs12843.10190-103E1.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10011-101C2","10011-101C2","bladder, adult, pool1","Homo sapiens","standard whole cell","standard whole cell","10011-101C2.rna","10011-101C2.rna","total RNA","comment:company:""Ambion""; RNA lot number:""0910061 -2""; RNA Catalog number:""Cat:AM6000 Lot:0910061 -2""; donor(cell lot):""3 pool""; ethnicity:""C""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",656,"OP-HELISCOPE-CAGE-v3.12","CNhs10616","CNhs10616","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch23","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","delve_align","mixture","bladder%2c%20adult%2c%20pool1.CNhs10616.10011-101C2.hg19.nobarcode.bam","tissue.hCAGE-bladder, adult, pool1.CNhs10616.10011-101C2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/bladder%252c%2520adult%252c%2520pool1.CNhs10616.10011-101C2.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10053-101G8","10053-101G8","blood, adult, pool1","Homo sapiens","standard whole cell","standard whole cell","10053-101G8.rna","10053-101G8.rna","total RNA","comment:Sample category:""FANTOM5 tissue""; company:""Clontech""; RNA lot number:""9090107A""; RNA Catalog number:""Cat:636592""; donor(cell lot):""39 pool"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.6; A260A280:2.15; A260A230:2.72","OP-HELISCOPE-CAGE-v4.0",820,"OP-HELISCOPE-CAGE-v4.0","CNhs11761","CNhs11761","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch17","/sequencedata/heliscope/srf/P15.2010-12-22","/sequencedata/heliscope/srf/P15.2010-12-22","delve_align","mixture","blood%2c%20adult%2c%20pool1.CNhs11761.10053-101G8.hg19.nobarcode.bam","tissue.hCAGE-blood, adult, pool1.CNhs11761.10053-101G8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/blood%252c%2520adult%252c%2520pool1.CNhs11761.10053-101G8.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10192-103E3","10192-103E3","bone marrow, adult","Homo sapiens","standard whole cell","standard whole cell","10192-103E3.rna","10192-103E3.rna","total RNA","comment:Sample category:""FANTOM5 update February5""; company:""Biochain""; cell lot:""NA"";cell catalog:""NA"";RNA Catalog number:""R1234024-10"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",973,"OP-HELISCOPE-CAGE-v4.0","CNhs12845","CNhs12845","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch01","/sequencedata/heliscope/srf/2011_04_15_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_04_15_R2_30Q_1100FOV","delve_align","male","bone%20marrow%2c%20adult.CNhs12845.10192-103E3.hg19.nobarcode.bam","tissue.hCAGE-bone marrow, adult.CNhs12845.10192-103E3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/bone%2520marrow%252c%2520adult.CNhs12845.10192-103E3.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10084-102B3","10084-102B3","brain, adult, donor1","Homo sapiens","standard whole cell","standard whole cell","10084-102B3.rna","10084-102B3.rna","total RNA","comment:Sample category:""FANTOM5 tissue""; company:""Clontech""; RNA lot number:"" 8101369A-4""; RNA Catalog number:""Cat: 636643 Lot: 8101369A-4""; donor(cell lot):""1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:7.3; A260A280:2.2; A260A230:2.25","OP-HELISCOPE-CAGE-v4.0",820,"OP-HELISCOPE-CAGE-v4.0","CNhs11796","CNhs11796","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch09","/sequencedata/heliscope/srf/CTS3.2010-12-23","/sequencedata/heliscope/srf/CTS3.2010-12-23","delve_align","male","brain%2c%20adult%2c%20donor1.CNhs11796.10084-102B3.hg19.nobarcode.bam","tissue.hCAGE-brain, adult, donor1.CNhs11796.10084-102B3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/brain%252c%2520adult%252c%2520donor1.CNhs11796.10084-102B3.hg19.ctss.bed.gz"
"Tissue","HeliScopeCAGE","10012-101C3","10012-101C3","brain, adult, pool1","Homo sapiens","standard whole cell","standard whole cell","10012-101C3.rna","10012-101C3.rna","total RNA","comment:company:""Ambion""; RNA lot number:""0910061 -3""; RNA Catalog number:""Cat:AM6000 Lot:0910061 -3""; donor(cell lot):""3 pool""; ethnicity:""C""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",656,"OP-HELISCOPE-CAGE-v3.12","CNhs10617","CNhs10617","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch20","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/","delve_align","mixture","brain%2c%20adult%2c%20pool1.CNhs10617.10012-101C3.hg19.nobarcode.bam","tissue.hCAGE-brain, adult, pool1.CNhs10617.10012-101C3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.tissue.hCAGE/brain%252c%2520adult%252c%2520pool1.CNhs10617.10012-101C3.hg19.ctss.bed.gz"
