"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","software_version","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"001N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,,"Gingeras","RIKEN","J91",,"nucleus","b5fd0f7d76d85c01c7f2ce1fb8594ded","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"9.3M",,2367,,"wgEncodeRikenCageK562NucleusPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageK562NucleusPapMinusClustersRep1.bigWig","wgEncodeRikenCageK562NucleusPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapMinusClustersRep1.bigWig"
"002N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,,"Gingeras","RIKEN","J92",,"nucleus","15af3feafc52f392285999ffb37d1c63","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"9.4M",,2358,,"wgEncodeRikenCageK562NucleusPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageK562NucleusPapMinusClustersRep2.bigWig","wgEncodeRikenCageK562NucleusPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapMinusClustersRep2.bigWig"
"001N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,"GSM849338","Gingeras","RIKEN","J91",,"nucleus","b5fd0f7d76d85c01c7f2ce1fb8594ded",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"9.3M",,2367,,"wgEncodeRikenCageK562NucleusPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageK562NucleusPapMinusSignalRep1.bigWig","wgEncodeRikenCageK562NucleusPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapMinusSignalRep1.bigWig"
"002N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,"GSM849338","Gingeras","RIKEN","J92",,"nucleus","15af3feafc52f392285999ffb37d1c63",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"9.4M",,2358,,"wgEncodeRikenCageK562NucleusPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageK562NucleusPapMinusSignalRep2.bigWig","wgEncodeRikenCageK562NucleusPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapMinusSignalRep2.bigWig"
"001N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,,"Gingeras","RIKEN","J91",,"nucleus","4668f5224bb32d2f95ecfb32c80200d3","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"9.9M",,2367,,"wgEncodeRikenCageK562NucleusPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageK562NucleusPapPlusClustersRep1.bigWig","wgEncodeRikenCageK562NucleusPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapPlusClustersRep1.bigWig"
"002N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,,"Gingeras","RIKEN","J92",,"nucleus","36303939dc404d37bc19cd51620e6e33","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"9.6M",,2358,,"wgEncodeRikenCageK562NucleusPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageK562NucleusPapPlusClustersRep2.bigWig","wgEncodeRikenCageK562NucleusPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapPlusClustersRep2.bigWig"
"001N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,"GSM849338","Gingeras","RIKEN","J91",,"nucleus","4668f5224bb32d2f95ecfb32c80200d3",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"9.9M",,2367,,"wgEncodeRikenCageK562NucleusPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageK562NucleusPapPlusSignalRep1.bigWig","wgEncodeRikenCageK562NucleusPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapPlusSignalRep1.bigWig"
"002N","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000333",,"GSM849338","Gingeras","RIKEN","J92",,"nucleus","36303939dc404d37bc19cd51620e6e33",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"9.6M",,2358,,"wgEncodeRikenCageK562NucleusPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageK562NucleusPapPlusSignalRep2.bigWig","wgEncodeRikenCageK562NucleusPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapPlusSignalRep2.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000337",,,"Gingeras","RIKEN",,"bedtools v2.7.1","polysome","2a67aaedcdcb0db5677862869690a278","renamed","wgEncode",,0,"longNonPolyA",,,"11M",,1810,,"wgEncodeRikenCageK562PolysomeLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageK562PolysomeLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageK562PolysomeLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562PolysomeLongnonpolyaMinusClusters.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000337",,,"Gingeras","RIKEN",,"bedtools v2.7.1","polysome","bedc4bae7b7243f4eed278ceb8ca8158","renamed","wgEncode",,0,"longNonPolyA",,,"14M",,1810,,"wgEncodeRikenCageK562PolysomeLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageK562PolysomeLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageK562PolysomeLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562PolysomeLongnonpolyaPlusClusters.bigWig"
"gen0152P","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000337",,"GSM849354","Gingeras","RIKEN","I32","bedtools v2.7.1","polysome","2a67aaedcdcb0db5677862869690a278",,"wgEncode",,,"longNonPolyA",,,"11M",,1810,,"wgEncodeRikenCageK562PolysomePamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageK562PolysomePamMinusSignal.bigWig","wgEncodeRikenCageK562PolysomePamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562PolysomePamMinusSignal.bigWig"
"gen0152P","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000337",,"GSM849354","Gingeras","RIKEN","I32","bedtools v2.7.1","polysome","bedc4bae7b7243f4eed278ceb8ca8158",,"wgEncode",,,"longNonPolyA",,,"14M",,1810,,"wgEncodeRikenCageK562PolysomePamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageK562PolysomePamPlusSignal.bigWig","wgEncodeRikenCageK562PolysomePamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562PolysomePamPlusSignal.bigWig"
"015WC","MCF-7","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001151",,,"Gingeras","RIKEN","K07",,"cell","eb8a6806e1430468c0fb7a7376d42fd8","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"11M",,2365,,"wgEncodeRikenCageMcf7CellPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageMcf7CellPapMinusClustersRep1.bigWig","wgEncodeRikenCageMcf7CellPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapMinusClustersRep1.bigWig"
"016WC","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-06-17#,#2012-03-17#,"wgEncodeEH001151",,"GSM849364","Gingeras","RIKEN","K11",,"cell","cedd987a5cc19fccbbb24af8de8c7381",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"11M",,4332,,"wgEncodeRikenCageMcf7CellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageMcf7CellPapMinusRawRep2.bigWig","wgEncodeRikenCageMcf7CellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapMinusRawRep2.bigWig"
"015WC","MCF-7","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001151",,"GSM849364","Gingeras","RIKEN","K07",,"cell","eb8a6806e1430468c0fb7a7376d42fd8",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"11M",,2365,,"wgEncodeRikenCageMcf7CellPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageMcf7CellPapMinusSignalRep1.bigWig","wgEncodeRikenCageMcf7CellPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapMinusSignalRep1.bigWig"
"015WC","MCF-7","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001151",,,"Gingeras","RIKEN","K07",,"cell","5e98104d551182c37b3b820bdbc822c8","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"11M",,2365,,"wgEncodeRikenCageMcf7CellPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageMcf7CellPapPlusClustersRep1.bigWig","wgEncodeRikenCageMcf7CellPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapPlusClustersRep1.bigWig"
"016WC","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-06-17#,#2012-03-17#,"wgEncodeEH001151",,"GSM849364","Gingeras","RIKEN","K11",,"cell","92c3da85a2c004409f982fee8327f93c",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"12M",,4332,,"wgEncodeRikenCageMcf7CellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageMcf7CellPapPlusRawRep2.bigWig","wgEncodeRikenCageMcf7CellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapPlusRawRep2.bigWig"
"015WC","MCF-7","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001151",,"GSM849364","Gingeras","RIKEN","K07",,"cell","5e98104d551182c37b3b820bdbc822c8",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"11M",,2365,,"wgEncodeRikenCageMcf7CellPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageMcf7CellPapPlusSignalRep1.bigWig","wgEncodeRikenCageMcf7CellPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapPlusSignalRep1.bigWig"
"089C","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002755",,"GSM979657","Gingeras","RIKEN","CThi10051",,"cytosol","9da6bbc468e54e0cb32e15cea3572b3e",,"wgEncode","1x50",3,"longPolyA","Illumina_HiSeq_2000",,"19M",,6616,,"wgEncodeRikenCageMcf7CytosolPapMinusRawRep3","bigWig","MinusSignal","wgEncodeRikenCageMcf7CytosolPapMinusRawRep3.bigWig","wgEncodeRikenCageMcf7CytosolPapMinusRawRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CytosolPapMinusRawRep3.bigWig"
"090C","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002755",,"GSM979657","Gingeras","RIKEN","CThi10053",,"cytosol","eb6427ffa72c876eaacef77828235d10",,"wgEncode","1x50",4,"longPolyA","Illumina_HiSeq_2000",,"23M",,6604,,"wgEncodeRikenCageMcf7CytosolPapMinusRawRep4","bigWig","MinusSignal","wgEncodeRikenCageMcf7CytosolPapMinusRawRep4.bigWig","wgEncodeRikenCageMcf7CytosolPapMinusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CytosolPapMinusRawRep4.bigWig"
"089C","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002755",,"GSM979657","Gingeras","RIKEN","CThi10051",,"cytosol","d466d32670ca9eee35e756ee4d6fda23",,"wgEncode","1x50",3,"longPolyA","Illumina_HiSeq_2000",,"18M",,6616,,"wgEncodeRikenCageMcf7CytosolPapPlusRawRep3","bigWig","PlusSignal","wgEncodeRikenCageMcf7CytosolPapPlusRawRep3.bigWig","wgEncodeRikenCageMcf7CytosolPapPlusRawRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CytosolPapPlusRawRep3.bigWig"
"090C","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002755",,"GSM979657","Gingeras","RIKEN","CThi10053",,"cytosol","42ee08ebf91a3869b1f476299d2d5c0e",,"wgEncode","1x50",4,"longPolyA","Illumina_HiSeq_2000",,"23M",,6604,,"wgEncodeRikenCageMcf7CytosolPapPlusRawRep4","bigWig","PlusSignal","wgEncodeRikenCageMcf7CytosolPapPlusRawRep4.bigWig","wgEncodeRikenCageMcf7CytosolPapPlusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CytosolPapPlusRawRep4.bigWig"
"089N","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002756",,"GSM979654","Gingeras","RIKEN","CThi10052",,"nucleus","a61954a28f297b5d3cf1e24a49daa182",,"wgEncode","1x50",3,"longPolyA","Illumina_HiSeq_2000",,"37M",,6586,,"wgEncodeRikenCageMcf7NucleusPapMinusRawRep3","bigWig","MinusSignal","wgEncodeRikenCageMcf7NucleusPapMinusRawRep3.bigWig","wgEncodeRikenCageMcf7NucleusPapMinusRawRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7NucleusPapMinusRawRep3.bigWig"
"090N","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002756",,"GSM979654","Gingeras","RIKEN","CThi10054",,"nucleus","cb00d6cf5f7987f5b830a9583d0ce14f",,"wgEncode","1x50",4,"longPolyA","Illumina_HiSeq_2000",,"24M",,6591,,"wgEncodeRikenCageMcf7NucleusPapMinusRawRep4","bigWig","MinusSignal","wgEncodeRikenCageMcf7NucleusPapMinusRawRep4.bigWig","wgEncodeRikenCageMcf7NucleusPapMinusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7NucleusPapMinusRawRep4.bigWig"
"089N","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002756",,"GSM979654","Gingeras","RIKEN","CThi10052",,"nucleus","509e54ada9595995afafcb9413e740bc",,"wgEncode","1x50",3,"longPolyA","Illumina_HiSeq_2000",,"42M",,6586,,"wgEncodeRikenCageMcf7NucleusPapPlusRawRep3","bigWig","PlusSignal","wgEncodeRikenCageMcf7NucleusPapPlusRawRep3.bigWig","wgEncodeRikenCageMcf7NucleusPapPlusRawRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7NucleusPapPlusRawRep3.bigWig"
"090N","MCF-7","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002756",,"GSM979654","Gingeras","RIKEN","CThi10054",,"nucleus","2f996af51e9645fa94b47096823874b2",,"wgEncode","1x50",4,"longPolyA","Illumina_HiSeq_2000",,"23M",,6591,,"wgEncodeRikenCageMcf7NucleusPapPlusRawRep4","bigWig","PlusSignal","wgEncodeRikenCageMcf7NucleusPapPlusRawRep4.bigWig","wgEncodeRikenCageMcf7NucleusPapPlusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7NucleusPapPlusRawRep4.bigWig"
"039WC","Monocytes-CD14+","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002757","RO01746","GSM979655","Gingeras","RIKEN","CThi10021",,"cell","ccb9c91e263282b3235e39b002f8bc0c",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"24M",,6587,,"wgEncodeRikenCageMonocd14CellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageMonocd14CellPapMinusRawRep1.bigWig","wgEncodeRikenCageMonocd14CellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMonocd14CellPapMinusRawRep1.bigWig"
"040WC","Monocytes-CD14+","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002757","RO01746","GSM979655","Gingeras","RIKEN","CThi10022",,"cell","7e8709967ca09e9e7959e5cd0d5b829c",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"22M",,6621,,"wgEncodeRikenCageMonocd14CellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageMonocd14CellPapMinusRawRep2.bigWig","wgEncodeRikenCageMonocd14CellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMonocd14CellPapMinusRawRep2.bigWig"
"039WC","Monocytes-CD14+","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002757","RO01746","GSM979655","Gingeras","RIKEN","CThi10021",,"cell","1849459d601e26a645ff55bdc1b4d913",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"28M",,6587,,"wgEncodeRikenCageMonocd14CellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageMonocd14CellPapPlusRawRep1.bigWig","wgEncodeRikenCageMonocd14CellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMonocd14CellPapPlusRawRep1.bigWig"
"040WC","Monocytes-CD14+","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002757","RO01746","GSM979655","Gingeras","RIKEN","CThi10022",,"cell","9aa4c0910bafb529c27223690f8ced0a",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"25M",,6621,,"wgEncodeRikenCageMonocd14CellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageMonocd14CellPapPlusRawRep2.bigWig","wgEncodeRikenCageMonocd14CellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMonocd14CellPapPlusRawRep2.bigWig"
"049WC","NHDF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002758",7071701.2,"GSM979662","Gingeras","RIKEN","CThi10032",,"cell","790b563849165cb855ed4ffb324a91a2",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"18M",,6631,,"wgEncodeRikenCageNhdfCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageNhdfCellPapMinusRawRep1.bigWig","wgEncodeRikenCageNhdfCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhdfCellPapMinusRawRep1.bigWig"
"050WC","NHDF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002758",60801.3,"GSM979662","Gingeras","RIKEN","CThi10033",,"cell","5c593d1118d79c30fe111c356272593f",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"12M",,6634,,"wgEncodeRikenCageNhdfCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageNhdfCellPapMinusRawRep2.bigWig","wgEncodeRikenCageNhdfCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhdfCellPapMinusRawRep2.bigWig"
"049WC","NHDF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002758",7071701.2,"GSM979662","Gingeras","RIKEN","CThi10032",,"cell","cb80d317a9ef95a15297d99a355b15d9",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"18M",,6631,,"wgEncodeRikenCageNhdfCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageNhdfCellPapPlusRawRep1.bigWig","wgEncodeRikenCageNhdfCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhdfCellPapPlusRawRep1.bigWig"
"050WC","NHDF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002758",60801.3,"GSM979662","Gingeras","RIKEN","CThi10033",,"cell","92ba0bc620b30dbe71f544d9ad71d91a",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"12M",,6634,,"wgEncodeRikenCageNhdfCellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageNhdfCellPapPlusRawRep2.bigWig","wgEncodeRikenCageNhdfCellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhdfCellPapPlusRawRep2.bigWig"
"007WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,,"Gingeras","RIKEN","J76",,"cell","cb87b610e265b22898e57000cce919f8","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.5M",,2372,,"wgEncodeRikenCageNhekCellPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageNhekCellPapMinusClustersRep1.bigWig","wgEncodeRikenCageNhekCellPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapMinusClustersRep1.bigWig"
"008WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,,"Gingeras","RIKEN","J77",,"cell","f6130549c92a04c88a95771417f92546","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.5M",,2361,,"wgEncodeRikenCageNhekCellPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageNhekCellPapMinusClustersRep2.bigWig","wgEncodeRikenCageNhekCellPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapMinusClustersRep2.bigWig"
"007WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,"GSM849367","Gingeras","RIKEN","J76",,"cell","cb87b610e265b22898e57000cce919f8",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.5M",,2372,,"wgEncodeRikenCageNhekCellPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageNhekCellPapMinusSignalRep1.bigWig","wgEncodeRikenCageNhekCellPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapMinusSignalRep1.bigWig"
"008WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,"GSM849367","Gingeras","RIKEN","J77",,"cell","f6130549c92a04c88a95771417f92546",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.5M",,2361,,"wgEncodeRikenCageNhekCellPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageNhekCellPapMinusSignalRep2.bigWig","wgEncodeRikenCageNhekCellPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapMinusSignalRep2.bigWig"
