"cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"H9ES","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-12-24#,#2010-09-23#,"wgEncodeEH000594","GSM816629","Crawford","Duke","baseAlignCounts.pl v 1","6057ad015e394ce63a10ce256b3602df",,"hg18","wgEncode",,"1019M",1519,,"wgEncodeOpenChromDnaseH9esBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseH9esBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseH9esBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH9esBaseOverlapSignal.bigWig"
"H9ES","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-12-24#,#2010-09-23#,"wgEncodeEH000594","GSM816629","Crawford","Duke","p-value cutoff: 0.05","557719d4ce776b3cc0a9ccad4f24e736",,"hg18","wgEncode",,"2.4M",1519,,"wgEncodeOpenChromDnaseH9esPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseH9esPk.narrowPeak.gz","wgEncodeOpenChromDnaseH9esPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH9esPk.narrowPeak.gz"
"H9ES","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-12-24#,#2010-09-23#,"wgEncodeEH000594","GSM816629","Crawford","Duke","fseq v 1.84, iff_generic_female","8baad772413135c17ffda1de67d59ab7",,"hg18","wgEncode",,"3.6G",1519,,"wgEncodeOpenChromDnaseH9esSig",,"bigWig","Signal","wgEncodeOpenChromDnaseH9esSig.bigWig","wgEncodeOpenChromDnaseH9esSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH9esSig.bigWig"
"Heart_OC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-05#,#2013-04-05#,"wgEncodeEH003479","GSM1008559","Crawford","Duke","baseAlignCounts.pl v 1","f9b868726646523f7a2369e990fbf66b",,,"wgEncode",,"1.5G",7321,,"wgEncodeOpenChromDnaseHeartocBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHeartocBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHeartocBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHeartocBaseOverlapSignal.bigWig"
"Heart_OC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-05#,#2013-04-05#,"wgEncodeEH003479","GSM1008559","Crawford","Duke","p-value cutoff: 0.05","093781d8e9e62ec9ae65f73d08a2ee15",,,"wgEncode",,"2.1M",7321,,"wgEncodeOpenChromDnaseHeartocPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHeartocPk.narrowPeak.gz","wgEncodeOpenChromDnaseHeartocPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHeartocPk.narrowPeak.gz"
"Heart_OC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-05#,#2013-04-05#,"wgEncodeEH003479","GSM1008559","Crawford","Duke","fseq v 1.84, iff_generic_male","c682c8cd1976ec79cda7dc24f3a6fa03",,,"wgEncode",,"3.3G",7321,,"wgEncodeOpenChromDnaseHeartocSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHeartocSig.bigWig","wgEncodeOpenChromDnaseHeartocSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHeartocSig.bigWig"
"HEK293T","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-03#,#2012-11-03#,"wgEncodeEH002565","GSM1008573","Crawford","Duke","baseAlignCounts.pl v 1","d9a098cdef6848f1217d5bc7055bb94b",,,"wgEncode",,"1.5G",5385,,"wgEncodeOpenChromDnaseHek293tBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHek293tBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHek293tBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHek293tBaseOverlapSignal.bigWig"
"HEK293T","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-03#,#2012-11-03#,"wgEncodeEH002565","GSM1008573","Crawford","Duke","p-value cutoff: 0.05","25c44349bfdda616facee78e2fc4edae",,,"wgEncode",,"1.9M",5385,,"wgEncodeOpenChromDnaseHek293tPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHek293tPk.narrowPeak.gz","wgEncodeOpenChromDnaseHek293tPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHek293tPk.narrowPeak.gz"
"HEK293T","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-03#,#2012-11-03#,"wgEncodeEH002565","GSM1008573","Crawford","Duke","fseq v 1.84, iff_generic_female","c6808e0374d39dc9834385781175b955",,,"wgEncode",,"3.2G",5385,,"wgEncodeOpenChromDnaseHek293tSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHek293tSig.bigWig","wgEncodeOpenChromDnaseHek293tSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHek293tSig.bigWig"
"HeLa-S3","wgEncodeOpenChromDnase","HeLa-S3/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-21#,#2009-12-21#,"wgEncodeEH000540","GSM816643","Crawford","Duke","baseAlignCounts.pl v 1","c5657fd44594012d40ca87bed1087ab2",,"hg18","wgEncode",,"946M",1498,,"wgEncodeOpenChromDnaseHelas3BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHelas3BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHelas3BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHelas3BaseOverlapSignal.bigWig"
"HeLa-S3","wgEncodeOpenChromDnase","HeLa-S3/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-03-21#,#2009-12-21#,"wgEncodeEH000577","GSM816633","Crawford","Duke","baseAlignCounts.pl v 1","6c301e5ea1aab36f950c85640b09e116",,"hg18","wgEncode",,"1.2G",1544,,"wgEncodeOpenChromDnaseHelas3Ifna4hBaseOverlapSignal","IFNa4h","bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHelas3Ifna4hBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHelas3Ifna4hBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHelas3Ifna4hBaseOverlapSignal.bigWig"
"HeLa-S3","wgEncodeOpenChromDnase","HeLa-S3/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-12-18#,#2010-09-18#,"wgEncodeEH000577","GSM816633","Crawford","Duke","p-value cutoff: 0.05","bebf563a38f9dcd1c0d7716d4e01adba",,"hg18","wgEncode",,"2.8M",1544,,"wgEncodeOpenChromDnaseHelas3Ifna4hPk","IFNa4h","narrowPeak","Peaks","wgEncodeOpenChromDnaseHelas3Ifna4hPk.narrowPeak.gz","wgEncodeOpenChromDnaseHelas3Ifna4hPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHelas3Ifna4hPk.narrowPeak.gz"
"HeLa-S3","wgEncodeOpenChromDnase","HeLa-S3/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-03-21#,#2009-12-21#,"wgEncodeEH000577","GSM816633","Crawford","Duke","fseq v 1.84, iff_HelaS3","ae7ea548863ec1e6824b134a2f817d42",,"hg18","wgEncode",,"3.5G",1544,,"wgEncodeOpenChromDnaseHelas3Ifna4hSig","IFNa4h","bigWig","Signal","wgEncodeOpenChromDnaseHelas3Ifna4hSig.bigWig","wgEncodeOpenChromDnaseHelas3Ifna4hSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHelas3Ifna4hSig.bigWig"
"HeLa-S3","wgEncodeOpenChromDnase","HeLa-S3/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-21#,#2009-12-21#,"wgEncodeEH000540","GSM816643","Crawford","Duke","p-value cutoff: 0.05","fd88cd947bcd1dedbcac461809165043",,"hg18","wgEncode",,"2.4M",1498,,"wgEncodeOpenChromDnaseHelas3Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHelas3Pk.narrowPeak.gz","wgEncodeOpenChromDnaseHelas3Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHelas3Pk.narrowPeak.gz"
"HeLa-S3","wgEncodeOpenChromDnase","HeLa-S3/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-21#,#2009-12-21#,"wgEncodeEH000540","GSM816643","Crawford","Duke","fseq v 1.84, iff_HelaS3","d943806e70cbe77a665a52fa60307493",,"hg18","wgEncode",,"3.4G",1498,,"wgEncodeOpenChromDnaseHelas3Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseHelas3Sig.bigWig","wgEncodeOpenChromDnaseHelas3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHelas3Sig.bigWig"
"Hepatocytes","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001107","GSM816663","Crawford","Duke","baseAlignCounts.pl v 1, input was generic_female (should have been male)","3c4294ca58f51a18e151dc97e9166bbc",,"hg19","wgEncode",,"1.2G",3063,,"wgEncodeOpenChromDnaseHepatocytesBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHepatocytesBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHepatocytesBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHepatocytesBaseOverlapSignal.bigWig"
"Hepatocytes","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001107","GSM816663","Crawford","Duke","p-value cutoff: 0.05, input was generic_female (should have been male)","fed56f5ffd9a7ec6fc94d6141d68b27b",,"hg19","wgEncode",,"2.8M",3063,,"wgEncodeOpenChromDnaseHepatocytesPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHepatocytesPk.narrowPeak.gz","wgEncodeOpenChromDnaseHepatocytesPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHepatocytesPk.narrowPeak.gz"
"Hepatocytes","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001107","GSM816663","Crawford","Duke","fseq v 1.84, iff_generic_female (should have been male)","9aca11b836a85f4dcfd3d173c0a15844",,"hg19","wgEncode",,"3.4G",3063,,"wgEncodeOpenChromDnaseHepatocytesSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHepatocytesSig.bigWig","wgEncodeOpenChromDnaseHepatocytesSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHepatocytesSig.bigWig"
"HepG2","wgEncodeOpenChromDnase","HepG2/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-11#,#2009-12-11#,"wgEncodeEH000537","GSM816662","Crawford","Duke","baseAlignCounts.pl v 1","ab46e444f027ad3597def0a665adaa2d",,"hg18","wgEncode",,"940M",1528,,"wgEncodeOpenChromDnaseHepg2BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHepg2BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHepg2BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHepg2BaseOverlapSignal.bigWig"
"HepG2","wgEncodeOpenChromDnase","HepG2/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-20#,#2009-12-20#,"wgEncodeEH000537","GSM816662","Crawford","Duke","p-value cutoff: 0.05","3452441f11aa75a8d5cd5db5ffdbe1b3",,"hg18","wgEncode",,"2.0M",1528,,"wgEncodeOpenChromDnaseHepg2Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHepg2Pk.narrowPeak.gz","wgEncodeOpenChromDnaseHepg2Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHepg2Pk.narrowPeak.gz"
"HepG2","wgEncodeOpenChromDnase","HepG2/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-11#,#2009-12-11#,"wgEncodeEH000537","GSM816662","Crawford","Duke","fseq v 1.84, iff_HepG2","b8354456bf00912ad9018ce35bf1ed2a",,"hg18","wgEncode",,"3.5G",1528,,"wgEncodeOpenChromDnaseHepg2Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseHepg2Sig.bigWig","wgEncodeOpenChromDnaseHepg2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHepg2Sig.bigWig"
"HMEC","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001101","GSM816669","Crawford","Duke","private-noSequence baseAlignCounts.pl v 1","8c68e8a2638550cfcd99b2884cc36a33",,"hg19","wgEncode",,"941M",2764,,"wgEncodeOpenChromDnaseHmecBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHmecBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHmecBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHmecBaseOverlapSignal.bigWig"
"HMEC","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001101","GSM816669","Crawford","Duke","private-noSequence p-value cutoff: 0.05","51f8d1db953631ea37e8addf208630db",,"hg19","wgEncode",,"2.7M",2764,,"wgEncodeOpenChromDnaseHmecPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHmecPk.narrowPeak.gz","wgEncodeOpenChromDnaseHmecPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHmecPk.narrowPeak.gz"
"HMEC","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001101","GSM816669","Crawford","Duke","private-noSequence fseq v 1.84, iff_generic_female","0d43b55bf35accda977d20b089e46001",,"hg19","wgEncode",,"3.6G",2764,,"wgEncodeOpenChromDnaseHmecSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHmecSig.bigWig","wgEncodeOpenChromDnaseHmecSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHmecSig.bigWig"
"HPDE6-E6E7","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001106","GSM816639","Crawford","Duke","baseAlignCounts.pl v 1","032c2d2944ddfa9d2ce804e7947fcbac",,"hg19","wgEncode",,"1.2G",3064,,"wgEncodeOpenChromDnaseHpde6e6e7BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHpde6e6e7BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHpde6e6e7BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHpde6e6e7BaseOverlapSignal.bigWig"
"HPDE6-E6E7","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001106","GSM816639","Crawford","Duke","p-value cutoff: 0.05","c21c3f365f2c7c624bd17e0d0e5a6098",,"hg19","wgEncode",,"2.1M",3064,,"wgEncodeOpenChromDnaseHpde6e6e7Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHpde6e6e7Pk.narrowPeak.gz","wgEncodeOpenChromDnaseHpde6e6e7Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHpde6e6e7Pk.narrowPeak.gz"
"HPDE6-E6E7","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001106","GSM816639","Crawford","Duke","fseq v 1.84, iff_generic_female","25cbe3bdd39b62f6ca528920ee5b53f5",,"hg19","wgEncode",,"3.4G",3064,,"wgEncodeOpenChromDnaseHpde6e6e7Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseHpde6e6e7Sig.bigWig","wgEncodeOpenChromDnaseHpde6e6e7Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHpde6e6e7Sig.bigWig"
"HSMM","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-12-20#,#2010-09-19#,"wgEncodeEH000584","GSM816650","Crawford","Duke","private-noSequence baseAlignCounts.pl v 1","f2e26009bea796ab6e4db3481fa9749c",,"hg18","wgEncode",,"1.1G",1654,,"wgEncodeOpenChromDnaseHsmmBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHsmmBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHsmmBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmBaseOverlapSignal.bigWig"
"HSMM","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-12-20#,#2010-09-19#,"wgEncodeEH000584","GSM816650","Crawford","Duke","private-noSequence p-value cutoff: 0.05","e8a26f3a234be6d42a4d24de1d3b0f79",,"hg18","wgEncode",,"2.3M",1654,,"wgEncodeOpenChromDnaseHsmmPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHsmmPk.narrowPeak.gz","wgEncodeOpenChromDnaseHsmmPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmPk.narrowPeak.gz"
"HSMM","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-12-20#,#2010-09-19#,"wgEncodeEH000584","GSM816650","Crawford","Duke","private-noSequence fseq v 1.84, iff_generic_male","56b0c213a51320c481ff9b080d683d32",,"hg18","wgEncode",,"3.4G",1654,,"wgEncodeOpenChromDnaseHsmmSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHsmmSig.bigWig","wgEncodeOpenChromDnaseHsmmSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmSig.bigWig"
"HSMM_emb","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002550","GSM1008592","Crawford","Duke","baseAlignCounts.pl v 1","207510125fde42d871e866cd3de04844",,,"wgEncode",,"1.2G",4912,,"wgEncodeOpenChromDnaseHsmmembBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHsmmembBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHsmmembBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmembBaseOverlapSignal.bigWig"
"HSMM_emb","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002550","GSM1008592","Crawford","Duke","p-value cutoff: 0.05","90826409f5d96c70e5294577eb306320",,,"wgEncode",,"2.2M",4912,,"wgEncodeOpenChromDnaseHsmmembPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHsmmembPk.narrowPeak.gz","wgEncodeOpenChromDnaseHsmmembPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmembPk.narrowPeak.gz"
"HSMM_emb","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002550","GSM1008592","Crawford","Duke","fseq v 1.84, iff_generic_male","da0a1c46acac9c92dc198680e5542103",,,"wgEncode",,"3.4G",4912,,"wgEncodeOpenChromDnaseHsmmembSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHsmmembSig.bigWig","wgEncodeOpenChromDnaseHsmmembSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmembSig.bigWig"
"HSMM_FSHD","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-01-31#,#2012-10-31#,"wgEncodeEH002556","GSM1008598","Crawford","Duke","baseAlignCounts.pl v 1","5ea500077e60a281acd2e3f721890c01",,,"wgEncode",,"1.3G",5479,,"wgEncodeOpenChromDnaseHsmmfshdBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHsmmfshdBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHsmmfshdBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmfshdBaseOverlapSignal.bigWig"
"HSMM_FSHD","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-01-31#,#2012-10-31#,"wgEncodeEH002556","GSM1008598","Crawford","Duke","p-value cutoff: 0.05","5fda03152865e56de7619e5bb0ee84bc",,,"wgEncode",,"2.5M",5479,,"wgEncodeOpenChromDnaseHsmmfshdPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHsmmfshdPk.narrowPeak.gz","wgEncodeOpenChromDnaseHsmmfshdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmfshdPk.narrowPeak.gz"
"HSMM_FSHD","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-01-31#,#2012-10-31#,"wgEncodeEH002556","GSM1008598","Crawford","Duke","fseq v 1.84, iff_generic_male","4a741b4c8227daedf375f02f0693022c",,,"wgEncode",,"3.3G",5479,,"wgEncodeOpenChromDnaseHsmmfshdSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHsmmfshdSig.bigWig","wgEncodeOpenChromDnaseHsmmfshdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmfshdSig.bigWig"
"HSMMtube","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-20#,#2009-12-20#,#2010-09-19#,"wgEncodeEH000585","GSM816651","Crawford","Duke","private-noSequence baseAlignCounts.pl v 1","3c4985ca4c0fa2982c7bbe32e9a09fef",,"hg18","wgEncode",,"1.2G",1679,,"wgEncodeOpenChromDnaseHsmmtBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHsmmtBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHsmmtBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmtBaseOverlapSignal.bigWig"
"HSMMtube","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-20#,#2009-12-20#,#2010-09-19#,"wgEncodeEH000585","GSM816651","Crawford","Duke","private-noSequence p-value cutoff: 0.05","9e0347a3b9ddd3be7397a2fee791643c",,"hg18","wgEncode",,"2.7M",1679,,"wgEncodeOpenChromDnaseHsmmtPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHsmmtPk.narrowPeak.gz","wgEncodeOpenChromDnaseHsmmtPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmtPk.narrowPeak.gz"
"HSMMtube","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-20#,#2009-12-20#,#2010-09-19#,"wgEncodeEH000585","GSM816651","Crawford","Duke","private-noSequence fseq v 1.84, iff_generic_male","e2901c4b1d245f8573b903f7a0445597",,"hg18","wgEncode",,"3.4G",1679,,"wgEncodeOpenChromDnaseHsmmtSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHsmmtSig.bigWig","wgEncodeOpenChromDnaseHsmmtSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHsmmtSig.bigWig"
